AuthorID,Author,Date,Content,Attachments,Reactions
"817835202746253344","IIoT#4707","2021-04-28T03:56:28.5770000+08:00","","",""
"782154101122531328","yousufzubairi","2021-04-28T03:57:20.3360000+08:00","!coins @zackscriven","",""
"817835202746253344","IIoT#4707","2021-04-28T03:57:20.7370000+08:00","","",""
"194289793905983489","zackscriven","2021-04-28T03:57:32.0480000+08:00","!buy aws IoT","",""
"817835202746253344","IIoT#4707","2021-04-28T03:57:32.3740000+08:00","","",""
"817835202746253344","IIoT#4707","2021-04-28T03:57:32.7480000+08:00","@zackscriven used **AWS IoT** from their inventory","",""
"817835202746253344","IIoT#4707","2021-04-28T03:57:33.0690000+08:00","@zackscriven, you just paid your AWS Bill ⚙️","",""
"194289793905983489","zackscriven","2021-04-28T03:57:45.1740000+08:00","!buy AWS IoT 10","",""
"817835202746253344","IIoT#4707","2021-04-28T03:57:45.7680000+08:00","","",""
"194289793905983489","zackscriven","2021-04-28T03:58:07.3790000+08:00","!shop aws IoT","",""
"817835202746253344","IIoT#4707","2021-04-28T03:58:07.9220000+08:00","","",""
"742129646593638505","pocsgeza","2021-04-28T04:20:24.4600000+08:00","!buy PLC","",""
"817835202746253344","IIoT#4707","2021-04-28T04:20:25.1520000+08:00","","",""
"745009912160976977","marioishikawa","2021-04-28T04:24:39.1260000+08:00","These bananas are pretty expensive!","",""
"782154101122531328","yousufzubairi","2021-04-28T04:26:11.8720000+08:00","Produced at industry 3.0 factory","",""
"782154101122531328","yousufzubairi","2021-04-28T04:27:46.9630000+08:00","!work","",""
"817835202746253344","IIoT#4707","2021-04-28T04:27:47.4020000+08:00","","",""
"742129646593638505","pocsgeza","2021-04-28T04:30:07.0640000+08:00","!work claim","",""
"817835202746253344","IIoT#4707","2021-04-28T04:30:07.4130000+08:00","","",""
"817835202746253344","IIoT#4707","2021-04-28T04:40:19.0650000+08:00","","",""
"742129646593638505","pocsgeza","2021-04-28T04:52:13.1020000+08:00","!work claim","",""
"817835202746253344","IIoT#4707","2021-04-28T04:52:13.5990000+08:00","","",""
"742129646593638505","pocsgeza","2021-04-28T04:52:34.6700000+08:00","! work","",""
"742129646593638505","pocsgeza","2021-04-28T04:53:57.3770000+08:00","!work","",""
"751492163233382430","andyott33","2021-04-28T04:53:57.3870000+08:00","!daily","","👍 (1)"
"817835202746253344","IIoT#4707","2021-04-28T04:53:57.7320000+08:00","","",""
"817835202746253344","IIoT#4707","2021-04-28T04:53:58.3450000+08:00","","",""
"742129646593638505","pocsgeza","2021-04-28T04:54:28.8010000+08:00","!daily","",""
"817835202746253344","IIoT#4707","2021-04-28T04:54:29.1170000+08:00","","",""
"194289793905983489","zackscriven","2021-04-28T07:25:32.2400000+08:00","!work claim","",""
"817835202746253344","IIoT#4707","2021-04-28T07:25:32.5720000+08:00","","",""
"194289793905983489","zackscriven","2021-04-28T07:26:25.1360000+08:00","!work","",""
"817835202746253344","IIoT#4707","2021-04-28T07:26:25.5200000+08:00","","",""
"751492163233382430","andyott33","2021-04-28T07:43:05.7740000+08:00","!WORK","",""
"817835202746253344","IIoT#4707","2021-04-28T07:43:06.0870000+08:00","","",""
"487658368492896257","benveenema","2021-04-28T07:58:43.4500000+08:00","!work","",""
"817835202746253344","IIoT#4707","2021-04-28T07:58:43.8540000+08:00","","",""
